Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
A6NHX0,Cytosolic arginine sensor for mTORC1 subunit 2 OS=Homo sapiens OX=9606 GN=CASTOR2 PE=1 SV=3,205850.5488,142369.1865,229807.0078,237351.1172,181434.876,141978.8379,152843.6924,150698.0479,130907.9561,118509.3691,215430.6504
P16930,Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2,60803.22949,56260.99976,50301.89819,93654.39746,69455.93604,68229.93896,49591.02014,100576.9917,52615.59399,58020.75256,86834.39893
Q8WZA2,Rap guanine nucleotide exchange factor 4 OS=Homo sapiens OX=9606 GN=RAPGEF4 PE=1 SV=1,55155.15674,73282.93286,84424.54688,183132.7554,65999.82166,33859.63892,41405.89404,90913.99316,25643.77112,35926.02905,29954.51636
Q9NZL9,Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1,576217.2168,351764.5962,655974.9458,618786.6274,562709.3623,380647.5542,455390.3909,468579.1946,308598.5803,371365.0942,761300.2793
Q9Y287,Integral membrane protein 2B OS=Homo sapiens OX=9606 GN=ITM2B PE=1 SV=1,15599.57263,9993.297363,14249.91504,17901.68298,12197.26318,5704.93103,8565.730225,11143.10156,6504.72052,10518.22485,15264.84192
Q6ZRS2,Helicase SRCAP OS=Homo sapiens OX=9606 GN=SRCAP PE=1 SV=3,129192.9309,58059.8866,122982.5986,78500.57959,98494.57178,46847.25183,85862.55249,73579.76404,64837.25757,85369.83032,110419.0642
Q13148,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,330722.8237,227780.6277,349899.266,264441.4518,287727.1389,215969.673,250545.3608,334210.2245,220719.6814,227003.2864,408794.9706
Q9H1E3,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1,100481.8335,136517.7192,132144.9229,190938.7549,161702.4502,80519.36328,131821.1597,139409.2852,140512.2266,74580.63184,224260.0371
P49802,Regulator of G-protein signaling 7 OS=Homo sapiens OX=9606 GN=RGS7 PE=1 SV=3,380818.1543,272547.8628,436643.1064,407954.2324,353075.5723,248087.2104,321947.6719,307964.0566,240138.3721,336689.6777,427131.627
Q8N5K1,CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CISD2 PE=1 SV=1,152614.5969,113683.5586,184364.4246,150012.874,144976.9094,91028.17676,114530.5063,128475.7422,116802.5947,117093.822,180112.5098
Q14004,Cyclin-dependent kinase 13 OS=Homo sapiens OX=9606 GN=CDK13 PE=1 SV=2,73177.16016,52184.30078,51064.53516,79749.24219,63269.46289,35945.09473,34181.75342,89675.48438,82295.78125,42796.11523,42181.80566
P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,26410.19812,22072.5813,37605.72314,43497.54346,38285.73645,24678.6853,24395.17578,32627.73462,18532.05615,28559.22461,44206.85791
O76041,Nebulette OS=Homo sapiens OX=9606 GN=NEBL PE=1 SV=1,90064.03711,68208.97949,124941.9102,80759.54102,93455.11719,71156.68457,93225.1582,66843.44238,74974.31934,59408.95605,106972.3398
P13716,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1,336515.6133,264606.4893,350900.543,311614.6523,324217.6875,225163.0137,204739.8369,325513.8633,220723.2012,220624.793,408876.7969
P45984,Mitogen-activated protein kinase 9 OS=Homo sapiens OX=9606 GN=MAPK9 PE=1 SV=2,,,,,,,,,,,
Q14764,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,77040.15527,72506.00098,103700.6559,150682.834,110979.7813,60179.7832,90577.14063,82554.80176,82387.08008,62547.42773,144447.6758
O75410,Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2,72636.95532,54807.21777,96846.8125,70058.92017,71860.22144,50405.32764,65828.79492,56694.55078,55514.74146,43502.9707,103728.313
Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,134948.1797,88933.27588,139651.9854,106455.5999,117012.9509,77580.53259,89826.58447,102330.969,95797.70483,94600.95874,126471.751
Q9BSW2,EF-hand calcium-binding domain-containing protein 4B OS=Homo sapiens OX=9606 GN=CRACR2A PE=1 SV=1,,,,,,,,,,,
O60763,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,102621.7949,72036.86768,117804.7832,117712.1836,99176.71387,70842.0293,91496.73828,76767.58521,76930.61084,82249.46973,110209.0269
Q5SW79,Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1,213416.1904,127764.6869,214699.5503,132751.2964,178701.9883,119534.7483,139731.6796,162589.3104,127767.7279,129906.9739,221791.5847
P52597,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,72928.28613,54108.95581,100390.9058,150695.9224,92617.8728,84126.1377,65261.35034,102454.6685,78756.71338,42016.24731,118696.8794
P36578,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,304007.3555,181493.9443,297550.8633,364226.1152,294191.6924,171438.6284,243257.4229,184020.8467,221196.3809,192856.9629,262133.0186
P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6",184015.2163,123542.9961,237404.312,163899.9995,190034.7539,101803.4709,125910.092,118276.821,95061.72705,131028.4304,191392.1743
Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,179189.9941,140410.8965,221160.123,241189.9941,190118.6152,115420.2256,163927.832,148683.5156,151825.0859,121388.3975,215714.5781
P53779,Mitogen-activated protein kinase 10 OS=Homo sapiens OX=9606 GN=MAPK10 PE=1 SV=2,879163.3848,577337.7378,948111.7734,898679.1865,839982.5684,545979.7939,646204.2256,862047.1528,511128.0381,612215.9316,824043.1025
O00410,Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4,150398.8271,97732.92041,144473.9985,168939.416,122370.6284,83719.08618,115345.27,119412.5435,100732.3674,93870.17139,137894.5444
A6NKN8,Purkinje cell protein 4-like protein 1 OS=Homo sapiens OX=9606 GN=PCP4L1 PE=3 SV=3,20769.99377,11808.10394,19938.77771,10730.39709,13179.97375,10598.89404,10902.83838,11700.55505,10340.57898,6876.216492,16024.09454
P51513,RNA-binding protein Nova-1 OS=Homo sapiens OX=9606 GN=NOVA1 PE=1 SV=1,164823.2915,98547.77686,168274.9473,117564.063,124270.1743,90833.64844,123768.3745,117183.3105,113560.5278,120052.5151,162860.9771
Q9H0R4,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1,148994.7817,111063.2148,166843.6494,204518.3208,148923.8525,94958.78174,103837.3286,137907.9985,109989.9839,147602.0605,143169.1016
P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1,217470.4658,170062.7705,225224.6953,140670.293,203565.793,125729.0293,118295.2871,187914.291,146173.916,173512.5293,362126.4453
Q8NG31,Kinetochore scaffold 1 OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=3,2675792.609,1286582.109,2600438.109,1597747.578,1860032.75,1087780.938,1463203.555,1384589.406,1124615.656,1352140.969,2069493.922
Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2,172902.084,137284.7793,195261.0625,183261.6416,169440.3926,110491.7002,118405.4014,122378.8154,140673.459,133875.4414,192178.2393
P63098,Calcineurin subunit B type 1 OS=Homo sapiens OX=9606 GN=PPP3R1 PE=1 SV=2,39919.44482,30404.13403,55636.625,50970.84424,48733.32813,34187.75244,33696.10986,34813.21265,37132.80566,35861.52881,44924.82715
P49441,Inositol polyphosphate 1-phosphatase OS=Homo sapiens OX=9606 GN=INPP1 PE=1 SV=1,111950.9586,87970.82483,147936.2776,133595.6477,124970.1042,89457.99005,96520.05835,104989.2261,87530.88354,94140.89868,157338.1436
O75438,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 OS=Homo sapiens OX=9606 GN=NDUFB1 PE=1 SV=1,1569656.344,923324.1328,1822170.938,1138333.664,1276819.172,686896.1719,962216.4609,751065.2109,986223.8672,854122.3125,1243382.273
P20290,Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,98279.28516,73374.16333,119699.1504,123957.0542,78947.6001,71238.66724,90197.2251,94342.19238,76513.06714,70736.53125,91111.43188
P09110,"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2",73037.02441,53791.23608,64907.89478,86716.06299,67951.37695,53147.8877,47707.6377,66862.18823,55544.31836,41400.65808,83337.604
Q16568,Cocaine- and amphetamine-regulated transcript protein OS=Homo sapiens OX=9606 GN=CARTPT PE=1 SV=1,38505.94751,30586.87891,37855.18701,40935.85522,40086.08838,33539.83667,57027.53125,29986.05884,16417.85663,30384.47021,46343.07544
P26639,"Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS PE=1 SV=3",88013.26172,76833.4043,109326.4468,132963.2153,102746.231,73199.3855,76959.61743,109980.446,68212.40918,84387.15894,140543.2104
P06730,Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2,410693.7227,260957.752,439499.6875,394792.5645,370689.9961,255453.8184,259510.5947,291938.6807,255041.3926,273856.2627,429883.5078
Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial OS=Homo sapiens OX=9606 GN=AK3 PE=1 SV=4",280192.043,261223.2813,358449.2344,327380.8008,332443.25,192510.5859,282443.3555,289098.8242,282934.8555,308507.9766,368299.2148
Q99627,COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1,20630.19897,17904.44775,28515.09985,28255.31567,16321.42847,16634.25977,23040.59937,22814.13464,24477.40259,15212.66431,25478.38477
P42330,Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4,70044.18164,53116.10156,88915.95117,79728.88184,71159.12402,45775.34619,40859.26318,80601.89355,50779.03857,60864.14648,66612.49512
P20618,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,523168.5674,444391.2305,696669.8672,625874.4023,557210.8257,398127.917,380937.1245,427132.6772,394822.1455,474493.4883,644941.1572
P17568,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens OX=9606 GN=NDUFB7 PE=1 SV=4,492168.0938,272256.0703,521247.8633,365063.5059,357922.0977,194509.0098,375755.1445,283494.9375,301799.7695,249891.3535,392086.8516
Q9NVD7,Alpha-parvin OS=Homo sapiens OX=9606 GN=PARVA PE=1 SV=1,168613.2349,132273.1143,197339.4565,158555.4683,152397.8657,112380.5771,138057.3281,153643.5791,151097.8623,135351.0381,204894.9565
A6NCE7,Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens OX=9606 GN=MAP1LC3B2 PE=2 SV=1,225201.1387,178663.1123,298615.5273,322703.7129,278304.9336,202857.0742,181074.625,179168.6826,214183.4082,165025.9053,284582.9531
Q92736,Ryanodine receptor 2 OS=Homo sapiens OX=9606 GN=RYR2 PE=1 SV=3,119508.9639,76236.56445,147712.041,113750.3408,114195.498,80966.91895,82380.23633,93340.53809,77716.70752,78996.55469,148810.9336
Q99576,TSC22 domain family protein 3 OS=Homo sapiens OX=9606 GN=TSC22D3 PE=1 SV=2,23759.32031,12621.90918,23529.66016,17569.86914,17988.1582,12254.70703,17878.28906,17605.97461,12927.22168,11950.06543,18536.10938
Q16864,V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2,196867.9429,121421.3087,198234.236,182736.2986,190560.4146,129084.5117,141696.9659,124701.5552,121721.4863,145263.1577,196964.8625
P12270,Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,115094.3584,77297.94507,139237.2817,100834.3698,113920.7977,74656.3147,91708.52856,99906.17798,84873.37097,100505.6382,132422.5466
Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3,39337.90869,30234.1123,55741.02637,40385.63281,47469.09961,24844.60742,34418.39307,35166.85645,22727.99805,32827.65137,40176.84131
P53990,IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1,178790.2273,144870.752,232685.2241,195977.0393,193438.9019,110361.7207,146561.1375,150750.7988,137191.5149,148007.8066,240203.4336
P07741,Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2,70672.49512,60098.56055,92706.53052,110808.667,85402.59497,62142.72485,76283.5249,118094.5505,66173.23022,32300.25824,98369.56006
P41217,OX-2 membrane glycoprotein OS=Homo sapiens OX=9606 GN=CD200 PE=1 SV=4,1227172.102,1009880.496,1669460.781,1972779.047,1466235.477,1037234.727,1165784.367,1341935.813,901630.2617,1065099.328,2075411.016
O43759,Synaptogyrin-1 OS=Homo sapiens OX=9606 GN=SYNGR1 PE=1 SV=2,57844.4812,31970.52441,62159.06104,58457.28247,42928.06104,32561.19348,33576.39575,33647.76978,45495.44678,44319.98999,41508.85205
O14980,Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,109681.3188,90922.07471,125300.8184,150054.3076,121412.7251,99719.42432,98940.80078,119353.8315,76144.93896,94911.77441,168186.8945
P61925,cAMP-dependent protein kinase inhibitor alpha OS=Homo sapiens OX=9606 GN=PKIA PE=1 SV=2,7251.950684,,13124.58508,,3958.50293,,7131.707703,,6732.272827,2544.953247,4880.188843
Q9C0E8,Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK PE=1 SV=2,115878.9946,83378.12793,128728.5815,125543.5405,121837.7485,73450.07764,102906.2349,102504.9041,98339.25439,90254.84448,135752.147
P52888,Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2,417623.8037,356454.9111,565447.8267,549356.8711,499433.2559,340273.5908,352329.6592,464672.647,305228.4668,388161.1538,595037.8696
P02749,Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3,89086.14258,108041.0925,117000.9987,244427.5272,139923.691,66280.37695,61573.80212,122107.2997,58499.04712,82246.78564,221889.7423
Q9Y4F5,Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=4,75609.90137,53652.44629,80718.10254,74590.87549,83352.67969,46132.43604,71255.98633,63371.47803,48995.57422,63595.69482,99524.77051
O75077,Disintegrin and metalloproteinase domain-containing protein 23 OS=Homo sapiens OX=9606 GN=ADAM23 PE=1 SV=1,286026.9258,247377.0352,348796.2188,341983.7461,274672.5293,182849.2881,244298.0918,228459.7031,203204.877,213881.2002,430591.5586
Q9Y5X3,Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1,20662.57031,11498.4668,27577.53516,20361.08984,17892.89648,13513.52832,12098.48145,15069.31543,17671.81445,13708.0625,20203.69727
P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2,163129.5615,131384.3428,152676.373,432450.1797,161628.3525,108936.2041,100425.5078,147917.4277,98417.34863,98638.83301,305813.582
P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=1",101734.7534,70159.04956,111474.0645,73836.46069,103191.7412,69708.95728,79561.3916,98748.79688,57759.15234,107382.8101,92792.11816
O43295,SLIT-ROBO Rho GTPase-activating protein 3 OS=Homo sapiens OX=9606 GN=SRGAP3 PE=1 SV=3,146881.2207,91928.45239,172436.0537,115225.4115,135773.3535,93741.51294,106072.0032,96799.01367,114060.4103,102847.1587,162830.3738
Q86W28,"NACHT, LRR and PYD domains-containing protein 8 OS=Homo sapiens OX=9606 GN=NLRP8 PE=2 SV=2",124658.2188,66185.45898,110192.2949,92301.76563,88650.93164,59695.19727,72302.96875,73220.39648,66671.5498,76409.43945,103017.168
P43155,Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5,110750.5273,55247.02539,114189.9023,53017.07227,84890.21484,54634.38086,69548.10352,64157.56836,69534.0625,57018.0293,92921.07422
Q01968,Inositol polyphosphate 5-phosphatase OCRL-1 OS=Homo sapiens OX=9606 GN=OCRL PE=1 SV=3,119982.1143,92760.47021,141433.7568,121615.5044,107571.0015,79181.50928,88319.57471,92810.86011,83059.23511,94672.35181,144239.2383
P05230,Fibroblast growth factor 1 OS=Homo sapiens OX=9606 GN=FGF1 PE=1 SV=1,49095.38464,35291.76807,29210.58765,54766.6416,46931.49707,32951.46423,39510.14917,67559.56885,52697.604,28804.8678,72339.91284
Q9UHQ9,NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1,161527.4424,112585.1123,167489.6006,145372.0234,149197.7412,88102.59521,117016.9502,118271.3135,98748.4873,124869.2031,162727.9385
P11802,Cyclin-dependent kinase 4 OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=2,,,,,,,,,,,
Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,65964.7041,44332.17773,59876.19336,54644.76367,59507.24805,42799.4248,40489.66406,52817.91016,49810.60645,49486.39648,63049.16406
O00213,Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=2,18659.46289,12205.36426,25022.43555,16224.74414,18519.20703,13556.7373,16264.85156,19406.29883,18921.11133,13667.99707,19170.46484
Q86TV6,Tetratricopeptide repeat protein 7B OS=Homo sapiens OX=9606 GN=TTC7B PE=1 SV=3,209081.5184,125725.6769,229793.5748,170395.3477,171149.1541,107073.6943,132743.3057,141916.3008,123509.2559,137821.3707,188377.754
Q8N183,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1,345337.1855,201593.5625,316101.7559,270033.8047,283136.2246,177663.1699,224943.0537,190980.9307,202866.6836,196368.1221,319298.8184
P56134,"ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5J2 PE=1 SV=3",72518.4209,55836.73633,75015.8916,163762.8008,84483.65039,57470.63672,52919.45117,58381.2832,77829.39844,55906.25977,106030.5273
O94772,Lymphocyte antigen 6H OS=Homo sapiens OX=9606 GN=LY6H PE=1 SV=1,228468.4229,174239.7305,321019.0781,345001.0068,255382.3145,181482.272,178587.4619,246105.3184,154681.9653,131028.4897,346992.6133
Q13564,NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1 PE=1 SV=1,110995.3198,87613.13086,129343.7344,115756.6172,113906.1372,86725.94238,96710.25293,94044.68262,87133.05469,86778.74854,139009.9614
Q9Y333,U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1,86311.46338,61907.68164,96993.38525,103506.3853,86850.73438,60614.66846,75880.88281,71333.84521,63975.77686,69340.77466,119916.1689
O14594,Neurocan core protein OS=Homo sapiens OX=9606 GN=NCAN PE=1 SV=3,177420.2129,120047.0669,186499.6162,203378,170354.1992,128696.825,134931.0076,131266.3262,125081.5596,125609.4658,211186.8428
O00401,Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WASL PE=1 SV=2,126483.9116,136300.7373,183989.9326,174799.667,158555.1348,114410.0664,185050.3564,136516.9307,131822.7075,123431.3379,194541.2969
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,91954.99512,78104.39209,97872.1377,131533.9102,95581.5293,68239.25684,78214.46411,69250.70435,79207.87646,58802.91357,104050.9043
O60610,Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2,64699.00928,53765.40051,77648.31079,65685.30579,57265.84644,46469.13318,42615.18091,51998.94946,45314.48511,46119.03186,73690.20923
O60333,Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B PE=1 SV=5,19455.13281,12709.49097,21629.24658,17240.62842,17465.65918,13267.28857,14796.4165,14873.21558,12165.67236,17580.49536,23486.93359
Q9UL26,Ras-related protein Rab-22A OS=Homo sapiens OX=9606 GN=RAB22A PE=1 SV=2,313759.9854,212580.7202,328334.6958,292855.1592,300954.3877,186356.3149,204230.583,257526.8691,197692.5459,192788.6582,329306.9619
P17655,Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,17115.39697,11382.10547,10615.06494,23227.62524,16998.90216,10614.35596,10501.15137,22438.40735,7975.023193,8707.828125,22788.89063
O14490,Disks large-associated protein 1 OS=Homo sapiens OX=9606 GN=DLGAP1 PE=1 SV=1,122557.0591,86312.00684,148498.4043,97202.5874,105805.3745,67365.00586,105280.0977,78154.98486,82005.7666,87415.18506,95892.28223
P54819,"Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2",241646.031,175629.4777,264223.8809,286510.5044,229232.0583,150814.0514,207397.455,210088.5121,158705.38,185167.6289,303965.0786
P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4",149953.7959,113593.2129,172959.293,163369.7549,144934.7666,76413.5918,119665.9043,129936.1816,136183.4854,136174.5674,175979.7246
O15126,Secretory carrier-associated membrane protein 1 OS=Homo sapiens OX=9606 GN=SCAMP1 PE=1 SV=2,913673.8555,549999.293,1012776.902,753662.8438,686076.5391,527859.1758,650363.2539,579180.582,529674.0586,582814.0234,743479.1016
Q9H4X1,Regulator of cell cycle RGCC OS=Homo sapiens OX=9606 GN=RGCC PE=1 SV=1,21060.74512,17638.91357,23704.93555,28557.58203,20526.58496,17167.18213,17888.77002,22589.44922,14359.66113,19274.91113,30218.31641
O14578,Citron Rho-interacting kinase OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=2,50186.52246,29561.94922,50220.13867,37877.3457,36123.74609,30579.85742,31928.94434,28213.39844,26357.69336,26981.89404,45971.13281
Q9BYT8,"Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1",193922.9301,110632.4319,168938.2372,122984.7253,143602.251,73522.19312,109839.8119,121110.3234,110795.5239,118521.4182,97941.34131
Q13613,Myotubularin-related protein 1 OS=Homo sapiens OX=9606 GN=MTMR1 PE=1 SV=4,83730.76172,58702.01099,92645.18262,81110.94995,87149.62207,50271.42554,63392.94507,80648.64795,57231.63403,68885.0979,95767.47998
Q969E2,Secretory carrier-associated membrane protein 4 OS=Homo sapiens OX=9606 GN=SCAMP4 PE=1 SV=1,26749.45459,19494.75513,22866.06982,32466.74805,25559.59668,18340.37549,19559.52808,18845.27173,19830.7627,16438.66016,33443.66504
Q8IXJ9,Putative Polycomb group protein ASXL1 OS=Homo sapiens OX=9606 GN=ASXL1 PE=1 SV=4,118297.7642,64727.13977,122129.0195,59668.37903,85917.81763,64847.90295,81417.30884,71483.38892,77411.36853,57683.83752,103691.5833
Q8NI08,Nuclear receptor coactivator 7 OS=Homo sapiens OX=9606 GN=NCOA7 PE=1 SV=2,11891.03296,10491.40796,15621.42505,13723.60547,10314.948,4525.761719,9290.596191,12562.25488,3693.595703,5169.325073,11040.79639
Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=GBF1 PE=1 SV=2,28501.50208,35290.59314,29643.31311,45975.75146,47649.54321,25716.26782,30092.48804,49704.74341,29336.35767,18894.90082,86595.55859
O95394,Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1,98444.20801,71238.45117,99842.81641,133854.9063,91543.4873,70210.69922,66595.89746,93970.64844,61224.80566,59815.35938,109217.4033
Q5T447,E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1,3632069.406,2197715.563,3586291.469,2371339.859,2764098.047,1759269.234,2654871.297,2467077.234,2012229.156,2020748.188,3504614.344
O00233,26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3,119610.9219,76983.9248,110221.0566,93491.05371,102830.0352,63360.44336,71005.04492,95922.40039,65420.91895,71937.93359,104985.9746
Q9UQD0,Sodium channel protein type 8 subunit alpha OS=Homo sapiens OX=9606 GN=SCN8A PE=1 SV=1,160733.1563,148631.3906,217175.4375,250982.3438,192101.1875,159918.125,139832.0938,172173.2969,92477.85938,176245.8906,283402.9063
P22830,"Ferrochelatase, mitochondrial OS=Homo sapiens OX=9606 GN=FECH PE=1 SV=2",119456.8711,66137.79932,129186.6885,106722.3867,131471.417,85944.61963,77362.68604,81873.94922,83534.31738,84472.45313,133629.1655
Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1",130773.8613,110815.4531,147479.0479,155788.8691,144611.001,111282.0703,112697.3145,133444.5498,114238.623,123282.1816,175731.6592
P51665,26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2,109440.6116,75742.5835,113841.2422,117375.064,100956.3101,65576.54468,73410.95142,80983.42798,63416.75806,62799.84326,122801.6445
O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1,79790.00195,48958.31543,89132.3252,49980.36475,57880.76221,41774.4458,58348.41797,48202.68018,42421.24121,56703.02441,79912.71387
Q9H446,RWD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RWDD1 PE=1 SV=1,12606.66943,8671.199219,18044.67078,21552.47607,23850.52344,18450.48315,11009.97009,26912.3916,34640.76465,8761.750549,22897.35327
A0AVT1,Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,28660.10205,22832.86011,44764.49365,32980.44214,31588.8186,22571.9458,22281.14575,35173.94067,24669.88257,29426.15173,52237.22754
Q9H694,Protein bicaudal C homolog 1 OS=Homo sapiens OX=9606 GN=BICC1 PE=1 SV=2,506419.8301,312687.7227,613833.0801,473099.5303,427698.9834,248987.7773,356560.3057,287875.5254,280296.6982,338755.8525,438220.1289
Q9Y235,C->U-editing enzyme APOBEC-2 OS=Homo sapiens OX=9606 GN=APOBEC2 PE=1 SV=1,9167524.688,4587029.555,8886441.75,7098898.5,6948729.609,5542337.977,6547786.641,7023448.875,4435435.57,5146661.016,7697069.156
P27694,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,99018.18164,87806.10352,128062.3594,117707.4697,108579.0527,77368.75781,94537.06348,110169.3896,93149.59277,79333.86475,153453.5508
