Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
Q9H0R4,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1,716128.8403,490876.3423,452447.6812,520603.3052,633996.6016,574242.1191,452402.0874,535464.1294,404245.8643,556435.2344,574809.3779
O75955,Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3,1285218.03,929761.8979,1195726.893,1053856.513,1124803.086,1073399.941,913731.0713,1214726.327,777158.3501,1037226.943,1104862.388
A0MZ66,Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4,204972.1133,199334.2927,211140.0981,212039.3589,536421.4302,264393.7671,220632.3989,196127.5062,230234.9136,183632.9783,231470.8069
P51452,Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,345274.4033,255621.626,245140.2725,256528.5654,382595.5479,314652.584,277053.8145,268592.0938,232351.1572,332268.6572,386132.0088
Q9GZT8,NIF3-like protein 1 OS=Homo sapiens OX=9606 GN=NIF3L1 PE=1 SV=2,225599.1912,149999.168,165379.9585,208606.2671,215120.7871,216414.8691,192326.1812,199341.2041,161684.0696,190892.1133,238671.8486
P48739,Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2,188073.3289,172038.168,153756.0499,172178.1106,176663.5073,178244.2068,122653.5283,165739.468,115033.0157,137708.2294,188270.573
Q9NX63,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1,414920.6509,365329.9874,375032.4773,364258.6436,360390.7642,374598.6005,245918.2142,364717.3495,246921.6981,309132.0782,551762.803
Q15811,Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1 PE=1 SV=3,656504.1729,569659.4609,634508.4209,658148.541,499501.7412,621984.8271,470777.0303,637797.4551,443413.1006,559725.8013,787351.1475
P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1,447260.5195,409810.0166,408122.9102,474780.3271,581691.9902,465157.417,349099.4424,432222.6602,309616.5664,372365.6719,505834.2354
Q9UMX5,Neudesin OS=Homo sapiens OX=9606 GN=NENF PE=1 SV=1,110004.0145,124787.4307,88583.76636,140769.0704,148712.2844,113827.1636,124422.8271,130428.2214,77098.37555,84755.11035,131625.4902
P68431,Histone H3.1 OS=Homo sapiens OX=9606 GN=HIST1H3A PE=1 SV=2,3195178.59,1065888.46,966867.4727,1558211.859,1782919.57,1570429.238,1002564.649,975600.5137,684176.4639,1277926.219,989365.3975
P62191,26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1,243052.8789,187349.4463,180188.907,208648.0886,225958.6396,220092.8311,196916.0659,195270.1587,181375.9382,224892.2458,259489.7273
O15075,Serine/threonine-protein kinase DCLK1 OS=Homo sapiens OX=9606 GN=DCLK1 PE=1 SV=2,320260.1085,282995.9888,258561.4359,320032.6667,349415.7463,299044.6807,267023.0677,228601.0012,240741.4473,291629.4629,407447.2588
Q9BZF9,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens OX=9606 GN=UACA PE=1 SV=2,1952511.25,1618333.75,1556002.969,1521693.734,2690092.445,2075310.133,1750762.609,1876345.844,1093439.148,1695122.961,2243917.711
Q4VC31,Coiled-coil domain-containing protein 58 OS=Homo sapiens OX=9606 GN=CCDC58 PE=1 SV=1,250283.3428,202147.6008,233382.9036,257059.8389,200598.3984,253324.9232,183112.1868,215639.4274,163098.9119,198803.7749,302439.6838
P04908,Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=HIST1H2AB PE=1 SV=2,1156055.15,1236827.971,943476.1172,1515951.87,1462850.307,1225167.698,964243.5601,754532.4482,923959.3091,1014600.836,1166316.813
Q9Y230,RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3,460690.2642,389524.5249,422660.9873,498751.2422,429447.8115,469436.2109,333014.9834,408899.5171,306410.812,347713.2427,495018.7544
P52815,"39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2",360235.5488,350768.9043,329220.3716,302299.3866,339458.9956,325434.6685,163606.7115,245758.4998,212642.5981,310028.5,529361.7612
P17858,"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",457664.1152,308223.7969,320701.1162,335481.6997,471406.1074,413081.9814,383297.7119,388045.6152,297850.0342,371475.8169,379416.4834
Q16629,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1,332427.8789,217316.0142,261471.3545,271930.2573,259960.5093,296905.5981,261485.0503,208513.1721,226608.4438,287871.834,369084.4219
Q9GZP4,PITH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PITHD1 PE=1 SV=1,2441361.351,2603853.638,2463134.099,2859259.197,2742840.922,2747664.837,2539728.148,2668434.946,2275066.463,2645239.619,3132043.184
O15144,Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1,713560.3672,495144.916,522477.1826,507926.957,738622.8086,621147.4785,466766.1582,518659.5928,415503.3711,530045.4326,699778.7207
Q8WVM8,Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,151648.1857,128073.728,136551.4242,146181.1155,154536.8867,142043.5214,114174.7666,140810.4333,120141.7814,122242.2358,179610.4298
Q00013,55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2,656002.9531,502277.9189,480326.1816,603852.9541,510716.5479,548099.6865,395644.832,529205.3281,383249.3955,472553.4326,670905.7441
Q9Y2Z0,Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3,342095.2026,230987.1968,296690.144,292094.1934,328901.3486,322865.3398,248080.7334,282697.6831,208621.4302,252753.2954,392579.2461
Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=IARS2 PE=1 SV=2",470863.2397,418686.5249,430568.2188,458987.6011,360416.5864,441068.291,353591.2705,534902.3276,325731.1855,434834.7681,599812.708
Q969H8,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,774295.5234,544727.6123,585326.1548,694956.2341,617018.4529,683935.8091,501721.1816,606957.6321,444533.3019,517526.9344,732939.7754
P55036,26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1,19303.49414,17083.04443,16369.02686,11183.0603,12828.40137,17461.98779,19263.03223,18252.479,16524.22852,19543.50439,28711.62598
O14974,Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1,149144.0605,120955.6495,138272.3298,126421.6403,149904.6516,150370.2781,139366.3364,143573.0032,110314.219,136693.0254,161258.0388
Q6IBS0,Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2,686248.6997,540708.9395,563120.092,650327.3101,661408.8286,669769.104,476698.0801,620798.4487,458387.4922,531130.542,774687.4863
P09455,Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2,700634.0859,585724.4531,698520.1938,712234.0273,873456.4937,720091.0464,508378.9495,760764.0454,514983.8301,559234.7944,837580.5127
Q9H008,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens OX=9606 GN=LHPP PE=1 SV=2,619764.6826,476585.7793,586191.333,595696.0613,585106.6316,538233.6421,379542.3308,452814.4766,401993.4268,435243.5151,571315.7947
Q02246,Contactin-2 OS=Homo sapiens OX=9606 GN=CNTN2 PE=1 SV=1,280935.5928,255807.2085,230831.9009,277059.9292,306727.6602,269792.1357,217360.7256,254239.0684,172245.0483,246696.8267,255401.8296
Q9H8H3,Methyltransferase-like protein 7A OS=Homo sapiens OX=9606 GN=METTL7A PE=1 SV=1,1411971.563,1256031.758,1196558.059,1642209.582,1409398.977,1392976.234,1380820.609,1486238.949,992570.0625,1088821.359,1556805.379
O00487,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,483185.9219,442237.3613,397275.4102,461373.3916,457245.6035,490404.2827,359463.6738,459025.8857,250619.9193,368494.4124,522473.7749
Q9BWQ8,Protein lifeguard 2 OS=Homo sapiens OX=9606 GN=FAIM2 PE=1 SV=1,787738.4424,544284.5322,646481.9578,671966.3779,654060.4399,754198.5278,701557.9893,646545.5754,463930.7139,598928.0632,859467.5244
O95865,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens OX=9606 GN=DDAH2 PE=1 SV=1",221323.9131,161171.6169,179899.1279,179619.1648,235968.1245,188209.6802,150343.0935,160800.7874,133089.5127,135540.0491,170576.8301
Q5T0D9,Tumor protein p63-regulated gene 1-like protein OS=Homo sapiens OX=9606 GN=TPRG1L PE=1 SV=1,399688.7627,350934.5986,382637.7031,374285.1978,277163.9229,361916.5562,251538.1304,410298.5405,247038.2593,314584.5493,397556.9678
P56537,Eukaryotic translation initiation factor 6 OS=Homo sapiens OX=9606 GN=EIF6 PE=1 SV=1,19860.31372,14781.98901,14448.79175,14477.96985,18644.1637,16862.95337,18303.97119,16765.19019,11855.46167,13493.81604,19148.58777
Q6IQ22,Ras-related protein Rab-12 OS=Homo sapiens OX=9606 GN=RAB12 PE=1 SV=3,69976.59375,64297.29297,53760.48438,62184.36719,64688.72266,59835.89844,48223.12305,59305.64258,46320.36133,58973.22656,69597.16602
Q96JJ7,Protein disulfide-isomerase TMX3 OS=Homo sapiens OX=9606 GN=TMX3 PE=1 SV=2,326761.7805,307110.6064,263130.7544,367834.8567,291320.5525,302736.9412,234325.8018,314433.4534,202228.5516,281927.124,408985.3799
P11498,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2",457906.3201,438873.1903,418074.9377,483752.7158,401853.7491,468840.1326,358724.6683,477517.5712,289590.3531,387597.3594,569732.0647
Q9H0Q0,Protein FAM49A OS=Homo sapiens OX=9606 GN=FAM49A PE=2 SV=1,149575.0488,150885.3545,197500.9453,166703.0713,195391.5176,170390.4111,153272.0024,155982.29,129754.6919,122741.666,242376.9053
P26639,"Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS PE=1 SV=3",123934.6094,90601.48877,117490.1653,121034.5791,117224.5581,121593.5676,89024.94092,111484.7627,80774.36865,101727.8164,149945.3877
O75145,Liprin-alpha-3 OS=Homo sapiens OX=9606 GN=PPFIA3 PE=1 SV=3,257466.498,266085.7427,309937.4814,299263.4707,301035.1553,279633.1904,247578.8193,303247.3486,216550.332,241417.1221,377467.0234
Q8NI08,Nuclear receptor coactivator 7 OS=Homo sapiens OX=9606 GN=NCOA7 PE=1 SV=2,118465.1321,99313.64526,112146.4208,118952.557,120112.9363,117260.3435,84227.57532,99241.46008,82281.89093,97334.99329,116804.9834
O76041,Nebulette OS=Homo sapiens OX=9606 GN=NEBL PE=1 SV=1,226830.2578,145312.4341,154201.0869,164292.8413,135572.6704,194553.9697,132134.145,154981.5361,104433.7769,138822.1777,225220.0547
Q9NTI2,Phospholipid-transporting ATPase IB OS=Homo sapiens OX=9606 GN=ATP8A2 PE=1 SV=2,,,,,1951.199158,,,,,1838.256958,
Q99816,Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=2,72134.59277,57206.35254,72193.74536,65033.01123,87430.50146,74702.10132,56263.48169,66070.8208,58357.07666,63045.04321,87668.3584
Q99576,TSC22 domain family protein 3 OS=Homo sapiens OX=9606 GN=TSC22D3 PE=1 SV=2,46556.60449,25473.84082,32437.59863,36460.43359,34067.80469,34230.25098,30962.75781,30071.97363,21222.23633,26869.50732,34644.69238
P52788,Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2,227092.8604,158076.3665,194634.9077,211105.683,163535.0714,196331.103,160902.3496,210321.7308,149849.7272,180630.0818,186540.4181
Q9UJC5,SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens OX=9606 GN=SH3BGRL2 PE=1 SV=2,836956.0391,546079.6343,514389.7429,582304.332,665729.8035,703863.1787,539360.4316,538587.3335,508955.835,703082.1323,789485.8765
Q14444,Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2,608728.6494,461634.54,550710.1875,580235.5801,599101.2256,593257.3301,398290.3408,514556.3115,403119.5098,469493.0215,755532.3691
Q9Y512,Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3,159544.1279,114963.4336,125649.2314,143055.9219,115498.9766,147734.7861,137892.7744,132595.8936,114937.3066,124071.6611,189139.6953
O60664,Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3,361637.4575,313798.7473,341424.5762,383118.6843,484498.4478,380823.2358,343191.897,328683.627,290217.4685,284393.1597,425997.2563
Q9NUQ9,Protein FAM49B OS=Homo sapiens OX=9606 GN=FAM49B PE=1 SV=1,770942.7627,641323.2695,530233.9053,527105.2256,791934.7773,613566.3213,503171.999,593376.5654,443779.0454,616725.0088,656948.4199
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,86163.90875,91657.14258,99903.11133,98849.98206,75949.66113,96641.7616,76598.52576,90112.92151,84248.45398,95001.48889,143663.4075
O95831,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1",1596726.191,1149064.045,1290926.346,1484572.197,1193325.813,1467631.012,1034823.537,1459999.799,841587.7656,1197057.744,1907537.348
P22676,Calretinin OS=Homo sapiens OX=9606 GN=CALB2 PE=2 SV=2,243682.623,184165.7877,203003.5828,212790.842,221956.8624,221225.6223,128882.9567,233338.8689,155999.6833,183450.623,237655.8346
Q9P2U7,Vesicular glutamate transporter 1 OS=Homo sapiens OX=9606 GN=SLC17A7 PE=2 SV=1,1000467.832,1268732.575,1092587.69,1031501.696,728279.3447,1146634.195,750498.4309,1306054.239,782790.3503,1041071.279,1542507.016
O15145,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3,562232.1714,505282.0735,578371.2871,575248.5969,641879.9492,613264.0742,543032.3752,582582.55,412605.2666,523518.988,731650.043
O76024,Wolframin OS=Homo sapiens OX=9606 GN=WFS1 PE=1 SV=2,68958.40186,57728.0437,44825.72217,67711.19604,44454.59546,57103.98669,44288.34351,58651.71985,33859.34998,49565.27185,57368.95642
Q684P5,Rap1 GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=RAP1GAP2 PE=1 SV=2,189202.7007,146342.2039,175165.0305,167872.2012,160989.0549,177998.6895,162879.1084,206049.605,118001.6616,154848.4402,222526.9849
Q99685,Monoglyceride lipase OS=Homo sapiens OX=9606 GN=MGLL PE=1 SV=2,386202.2954,318685.9109,359381.6296,388684.7354,300893.3857,380553.4971,434996.6646,388737.6021,304992.7046,485237.2993,568816.7969
P06241,Tyrosine-protein kinase Fyn OS=Homo sapiens OX=9606 GN=FYN PE=1 SV=3,311176.6646,258345.7988,268832.5874,295928.2954,310936.8706,311739.417,271556.9863,290097.5952,226695.3562,274790.5649,369268.0703
Q9BZV1,UBX domain-containing protein 6 OS=Homo sapiens OX=9606 GN=UBXN6 PE=1 SV=1,176245.6528,117444.7773,138426.7344,177009.0403,179689.2828,167571.6955,128362.9733,173991.2374,104631.4305,159922.2262,175661.8898
P25685,DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4,283399.0459,241422.6343,205312.8545,207333.438,234366.0645,256332.241,213086.3701,210948.5383,174888.4958,272987.6221,338693.1372
Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1,343184.7598,306383.48,320895.9756,339856.167,400746.0801,367138.625,323703.5269,367996.8037,268266.1274,317549.5581,429324.6963
O60262,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 OS=Homo sapiens OX=9606 GN=GNG7 PE=1 SV=1,330881.6875,204276.8691,199042.3311,248740.3965,454301.7617,322754.7148,283622.3359,194345.6406,279020.6387,264808.8496,313452.8633
Q8WXG6,MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=2,348820.1367,281603.4756,285352.5732,342247.7168,292385.9824,355989.085,279481.8794,346126.4766,218564.5093,294276.4028,413988.4277
Q96HN2,Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,64643.40625,56306.34766,49306.16406,59231.82031,65327.36719,65030.50781,44925.07422,58429.96484,48576.21484,58205.84375,71425.64063
P20618,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,797704.9395,822432.9414,809346.9805,943469.8438,781672.5703,810148.8672,609088.8164,825101.627,574058.4512,711495.7344,963043.9355
P53985,Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3,112564.1914,99508.48828,106684.8965,172156.1641,158151.3555,142498.2813,123726.7559,127038.2832,74121.9082,103255.7324,177410.3477
Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1,243614.8623,251572.6436,234449.5518,254129.8555,245875.3162,236048.1735,191929.4546,143901.3076,197784.6705,228807.9423,263246.6248
Q9Y4E6,WD repeat-containing protein 7 OS=Homo sapiens OX=9606 GN=WDR7 PE=1 SV=2,244383.4219,189722.165,170050.1924,194929.3242,196752.7434,216686.6909,204119.0684,206169.9331,159746.7598,226345.9072,264819.3545
P08865,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4,273560.7998,266127.1294,290708.8311,305628.2446,270146.8281,332414.6592,258604.4561,278290.8037,220479.2085,260732.4473,373892.499
Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,170033.5955,179114.2251,151919.3253,155712.8635,178643.3188,168295.4337,132684.9193,175761.1611,141104.2147,131221.6221,177424.7614
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS PE=1 SV=2",220594.6919,199736.0649,209642.6694,211195.5864,234122.9341,232326.7192,206322.0396,203491.3984,168848.6274,230193.501,270129.7681
Q9BRA2,Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1,93650.26074,92498.7666,95562.09326,108047.6191,101291.2319,121016.7056,90860.76758,106639.4724,81948.10449,91744.50635,116430.9458
Q86VH2,Kinesin-like protein KIF27 OS=Homo sapiens OX=9606 GN=KIF27 PE=2 SV=1,4363712.832,3597611.445,3717211.391,3578586.273,6212021.273,4768903.906,4012270.547,4350398.012,2778461.754,4014106.379,5208797.281
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,538911.5479,445996.1924,439008.7549,471303.3682,551704.2996,659809.0759,581562.9534,445198.9187,403438.5806,478390.6731,557874.8943
Q13409,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,491468.1543,361469.7832,386854.5332,414541.0117,590209.793,441581.4355,329076.5713,355339.4629,304401.0928,291015.8799,495434.5
P51858,Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,666481.8047,518836.5113,612091.7495,675472.6174,611905.4941,637505.2861,457277.1283,422014.1453,468234.3105,486735.6035,744110.0497
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKMY2 PE=1 SV=1,78438.98535,58938.0957,83896.47888,77763.51514,77108.77966,81984.21497,83878.02686,82386.95996,55128.94043,68942.91418,96180.52295
O14523,Phospholipid transfer protein C2CD2L OS=Homo sapiens OX=9606 GN=C2CD2L PE=1 SV=3,74654.68433,48110.05225,59183.04456,59594.46185,73135.97168,74678.44849,61331.06598,55043.56055,64031.05023,53593.65491,71079.24609
P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,94632.75195,98454.19141,89452.33203,118068.1426,96552.25195,101905.2305,64424.91602,101243.5605,63908.31738,86899.4375,97159.31836
Q92783,Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3,249217.1603,167941.8314,223320.4648,211337.6569,223232.7703,217401.9772,198658.201,193634.126,178656.4687,188545.0102,272018.5699
Q12979,Active breakpoint cluster region-related protein OS=Homo sapiens OX=9606 GN=ABR PE=2 SV=2,232220.3228,200972.4512,213474.064,196348.0942,226937.9058,222544.4849,169143.7656,214480.7866,147556.2244,196208.7134,270731.9429
Q96PV0,Ras/Rap GTPase-activating protein SynGAP OS=Homo sapiens OX=9606 GN=SYNGAP1 PE=1 SV=4,135329.6665,106024.5676,192690.0664,153816.2041,135537.033,155434.687,125872.0342,110107.8408,121417.4377,170140.1367,263199.2002
Q13618,Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2,140458.2107,109479.2383,120162.0056,123783.7578,149249.9628,142411.3491,113364.1647,108213.7547,91342.45697,102845.0332,140676.4258
Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,424070.8491,292288.9399,303570.3196,357644.1362,362794.4844,370492.3608,268164.3992,264158.0889,234111.6279,294406.1248,422248.6914
Q8N3F0,Maturin OS=Homo sapiens OX=9606 GN=MTURN PE=1 SV=2,188558.0449,146944.4082,131180.6533,124559.3193,173837.5508,150790.8252,157465.3525,139427.8271,134060.2236,161090.5801,167127.9785
Q8IWQ3,Serine/threonine-protein kinase BRSK2 OS=Homo sapiens OX=9606 GN=BRSK2 PE=1 SV=3,344718.3032,313126.3081,301676.4148,372827.2299,336944.8154,353390.3851,277347.1985,325028.2489,248059.5729,299416.0023,433662.9067
Q9H7Z7,Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1,260561.3604,238862.4492,255175.5215,288511.4224,220350.146,254019.238,201238.447,260143.9897,164255.2871,224388.687,308052.9043
P40855,Peroxisomal biogenesis factor 19 OS=Homo sapiens OX=9606 GN=PEX19 PE=1 SV=1,400916.4473,264066.52,300795.6697,340228.062,340026.0259,416224.3164,297889.7622,315663.9292,211221.1108,248803.8408,425980.1836
Q00169,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2,270957.5156,243370.7515,186255.0835,229476.3315,250862.3193,257446.5078,214570.2788,213607.7529,178166.7593,220874.686,280664.5654
P41208,Centrin-2 OS=Homo sapiens OX=9606 GN=CETN2 PE=1 SV=1,491969.9824,400004.7158,461197.3398,445511.1836,429434.8848,453015.2256,344879.4258,484805.8809,309445.2603,346514.4326,481851.1973
Q9NTJ5,Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2,220890.7134,189063.1826,188411.6816,230592.8838,189627.3257,199244.0889,147886.2412,205608.8135,147802.9656,163172.4009,238294.0542
P62072,Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens OX=9606 GN=TIMM10 PE=1 SV=1,270991.0745,230407.7278,258048.2388,254803.0107,283003.4312,288321.6357,205744.9724,254190.0601,200254.1375,224234.2456,340603.9541
P14415,Sodium/potassium-transporting ATPase subunit beta-2 OS=Homo sapiens OX=9606 GN=ATP1B2 PE=1 SV=3,207035.3247,119859.8064,145179.4761,147106.4209,134249.0947,162321.6782,112621.1836,159296.3826,112674.8606,174306.6694,244219.2627
Q15843,NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1,696008.5896,598995.2053,612907.6248,646318.4106,701727.6433,689773.5037,570908.4813,617324.6384,457590.2854,620450.8699,775928.4712
Q3LXA3,Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=2,158434.4766,85343.90039,123451.4873,133070.2202,162253.9014,125423.9136,136433.875,119390.561,83436.85205,96052.63721,137410.2524
Q9Y6I3,Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1 PE=1 SV=2,466000.5439,333313.6465,381684.1514,322464.2656,329478.2559,410533.0527,409879.6865,346412.3535,303884.9639,394274.4414,468810.3555
P63098,Calcineurin subunit B type 1 OS=Homo sapiens OX=9606 GN=PPP3R1 PE=1 SV=2,161794.4648,115038.8679,100408.5308,96810.40002,146596.8386,132726.2861,107375.9705,103540.7456,106729.3523,160975.1067,154554.5679
P25786,Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1,770772.0469,595396.1062,618194.6764,759496.8799,689066.5234,695158.3989,412812.2056,580232.8591,434047.1472,547138.2236,806431.6875
Q14764,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,420075.2324,435502.6094,355326.333,534740.916,1340359.76,541368.7715,491521.9258,346953.5918,528742.9658,522923.9053,571694.0029
Q9UGV2,Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2,231512.9424,178186.0005,178555.4219,196950.6733,226365.0488,212341.9629,147713.1655,173071.5327,161705.2158,216782.5327,221603.0264
Q9HCJ6,Synaptic vesicle membrane protein VAT-1 homolog-like OS=Homo sapiens OX=9606 GN=VAT1L PE=1 SV=2,369632.854,312778.646,392868.3784,329890.5923,263517.9214,342821.0327,217893.051,333220.7822,184016.6592,223424.5864,368056.9219
Q9UMR2,ATP-dependent RNA helicase DDX19B OS=Homo sapiens OX=9606 GN=DDX19B PE=1 SV=1,330949.3643,253379.9692,290737.1846,312165.1938,369460.5454,307672.7007,250830.0986,285670.8315,228276.7349,256732.3315,386812.8809
P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2,437404.5898,230575.9717,462795.9165,308753.8694,305728.3984,430640.5493,365305.2246,105817.3743,543859.8599,472221.2603,380089.458
P55263,Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2,170175.7876,187483.168,144195.7866,180898.5691,185988.6799,173308.4661,142309.8439,175514.3955,104825.8167,135136.6088,168745.5732
Q9UQ03,Coronin-2B OS=Homo sapiens OX=9606 GN=CORO2B PE=1 SV=4,240715.8281,215149.3848,170725.1055,219886.2783,246887.0244,255279.1748,216368.5469,221171.8223,169605.9492,231095.6968,272312.8545
Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2",231390.4194,136478.2375,165884.3467,195920.2329,159918.2158,179004.3633,126388.6047,135845.9607,107312.7017,147273.0781,248540.584
Q9BYT8,"Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1",71613.60229,88942.30566,66943.04395,79813.43311,81411.55347,73845.70264,55368.50342,70404.99536,47511.17163,62748.77222,80876.8877
